"Package";"Item";"Title"
"ade4";"buech";"Buech basin"
"ade4";"butterfly";"Genetics-Ecology-Environment Triple"
"ade4";"capitales";"Road Distances"
"ade4";"carni19";"Phylogeny and quantative trait of carnivora"
"ade4";"carni70";"Phylogeny and quantitative traits of carnivora"
"ade4";"carniherbi49";"Taxonomy, phylogenies and quantitative traits of carnivora and herbivora"
"ade4";"casitas";"Enzymatic polymorphism in Mus musculus"
"ade4";"chatcat";"Qualitative Weighted Variables"
"ade4";"chats";"Pair of Variables"
"ade4";"chazeb";"Charolais-Zebus"
"ade4";"chevaine";"Enzymatic polymorphism in Leuciscus cephalus"
"ade4";"chickenk";"Veterinary epidemiological study to assess the risk factors for losses in broiler chickens"
"ade4";"clementines";"Fruit Production"
"ade4";"cnc2003";"Frequenting movie theaters in France in 2003"
"ade4";"coleo";"Table of Fuzzy Biological Traits"
"ade4";"corvus";"Corvus morphology"
"ade4";"deug";"Exam marks for some students"
"ade4";"doubs";"Pair of Ecological Tables"
"ade4";"dunedata";"Dune Meadow Data"
"ade4";"ecg";"Electrocardiogram data"
"ade4";"ecomor";"Ecomorphological Convergence"
"ade4";"elec88";"Electoral Data"
"ade4";"escopage";"K-tables of wine-tasting"
"ade4";"euro123";"Triangular Data"
"ade4";"fission";"Fission pattern and heritable morphological traits"
"ade4";"friday87";"Faunistic K-tables"
"ade4";"fruits";"Pair of Tables"
"ade4";"ggtortoises";"Microsatellites of Galapagos tortoises populations"
"ade4";"granulo";"Granulometric Curves"
"ade4";"hdpg";"Genetic Variation In Human Populations"
"ade4";"housetasks";"Contingency Table"
"ade4";"humDNAm";"human mitochondrial DNA restriction data"
"ade4";"ichtyo";"Point sampling of fish community"
"ade4";"irishdata";"Geary's Irish Data"
"ade4";"julliot";"Seed dispersal"
"ade4";"jv73";"K-tables Multi-Regions"
"ade4";"kcponds";"Ponds in a nature reserve"
"ade4";"lascaux";"Genetic/Environment and types of variables"
"ade4";"lizards";"Phylogeny and quantitative traits of lizards"
"ade4";"macaca";"Landmarks"
"ade4";"macon";"Wine Tasting"
"ade4";"macroloire";"Assemblages of Macroinvertebrates in the Loire River (France)"
"ade4";"mafragh";"Phyto-Ecological Survey"
"ade4";"maples";"Phylogeny and quantitative traits of flowers"
"ade4";"mariages";"Correspondence Analysis Table"
"ade4";"meau";"Ecological Data : sites-variables, sites-species, where and when"
"ade4";"meaudret";"Ecological Data : sites-variables, sites-species, where and when"
"ade4";"microsatt";"Genetic Relationships between cattle breeds with microsatellites"
"ade4";"mjrochet";"Phylogeny and quantitative traits of teleos fishes"
"ade4";"mollusc";"Faunistic Communities and Sampling Experiment"
"ade4";"monde84";"Global State of the World in 1984"
"ade4";"morphosport";"Athletes' Morphology"
"ade4";"newick.eg";"Phylogenetic trees in Newick format"
"ade4";"njplot";"Phylogeny and trait of bacteria"
"ade4";"olympic";"Olympic Decathlon"
"ade4";"oribatid";"Oribatid mite"
"ade4";"ours";"A table of Qualitative Variables"
"ade4";"palm";"Phylogenetic and quantitative traits of amazonian palm trees"
"ade4";"pap";"Taxonomy and quantitative traits of carnivora"
"ade4";"pcw";"Distribution of of tropical trees along the Panama canal"
"ade4";"perthi02";"Contingency Table with a partition in Molecular Biology"
"ade4";"piosphere";"Plant traits response to grazing"
"ade4";"presid2002";"Results of the French presidential elections of 2002"
"ade4";"procella";"Phylogeny and quantitative traits of birds"
"ade4";"rankrock";"Ordination Table"
"ade4";"rhizobium";"Genetic structure of two nitrogen fixing bacteria influenced by geographical isolation and host specialization"
"ade4";"rhone";"Physico-Chemistry Data"
"ade4";"rpjdl";"Avifauna and Vegetation"
"ade4";"santacatalina";"Indirect Ordination"
"ade4";"sarcelles";"Array of Recapture of Rings"
"ade4";"seconde";"Students and Subjects"
"ade4";"skulls";"Morphometric Evolution"
"ade4";"steppe";"Transect in the Vegetation"
"ade4";"syndicats";"Two Questions asked on a Sample of 1000 Respondents"
"ade4";"t3012";"Average temperatures of 30 French cities"
"ade4";"tarentaise";"Mountain Avifauna"
"ade4";"taxo.eg";"Examples of taxonomy"
"ade4";"tintoodiel";"Tinto and Odiel estuary geochemistry"
"ade4";"tithonia";"Phylogeny and quantitative traits of flowers"
"ade4";"tortues";"Morphological Study of the Painted Turtle"
"ade4";"toxicity";"Homogeneous Table"
"ade4";"trichometeo";"Pair of Ecological Data"
"ade4";"ungulates";"Phylogeny and quantitative traits of ungulates."
"ade4";"vegtf";"Vegetation in Trois-Fontaines"
"ade4";"veuvage";"Example for Centring in PCA"
"ade4";"westafrica";"Freshwater fish zoogeography in west Africa"
"ade4";"woangers";"Plant assemblages in woodlands of the conurbation of Angers (France)"
"ade4";"worksurv";"French Worker Survey (1970)"
"ade4";"yanomama";"Distance Matrices"
"ade4";"zealand";"Road distances in New-Zealand"
"adegenet";"H3N2";"Seasonal influenza (H3N2) HA segment data"
"adegenet";"dapcIllus";"Simulated data illustrating the DAPC"
"adegenet";"eHGDP";"Extended HGDP-CEPH dataset"
"adegenet";"microbov";"Microsatellites genotypes of 15 cattle breeds"
"adegenet";"nancycats";"Microsatellites genotypes of 237 cats from 17 colonies of Nancy (France)"
"adegenet";"rupica";"Microsatellites genotypes of 335 chamois (Rupicapra rupicapra) from the Bauges mountains (France)"
"adegenet";"sim2pop";"Simulated genotypes of two georeferenced populations"
"adegenet";"spcaIllus";"Simulated data illustrating the sPCA"
"adehabitat";"albatross";"Argos Monitoring of Adult Albatross Movement"
"adehabitat";"bauges";"Census of chamois (Rupicapra rupicapra) in the Bauges mountains"
"adehabitat";"bear";"GPS monitoring of one brown bear"
"adehabitat";"bighorn";"Radio-Tracking of Bighorn Sheeps"
"adehabitat";"capreochiz";"GPS Monitoring of one Roe Deer in Chize (France)"
"adehabitat";"capreotf";"GPS Monitoring of one Roe Deer in Trois-Fontaines (France)"
"adehabitat";"chamois";"Location of Chamois Groups in the Chartreuse Mountains"
"adehabitat";"hseal";"Argos Monitoring of Hooded Seal"
"adehabitat";"ibex";"GPS Monitoring of Four Ibex in the Belledonne Mountain"
"adehabitat";"ibexraw";"GPS Monitoring of Four Ibex in the Belledonne Mountain (irregular data)"
"adehabitat";"lynxjura";"Monitoring of Lynx"
"adehabitat";"mouflon";"GPS Monitoring of One Mouflon in the Caroux Mountain"
"adehabitat";"pheasant";"Radio-Tracking of Pheasants"
"adehabitat";"porpoise";"Argos monitoring of Porpoise Movements"
"adehabitat";"puech";"Radio-Tracking Data of Wild Boar (2)"
"adehabitat";"puechabon";"Radio-Tracking Data of Wild Boar"
"adehabitat";"puechcirc";"Movements of wild boars tracked at Puechabon"
"adehabitat";"puechdesIII";"Habitat Selection by the Wild Boar at Puechabon"
"adehabitat";"rupicabau";"GPS Monitoring of One Chamois in the Bauges Mountains"
"adehabitat";"squirrel";"Radio-Tracking Data of Squirrels"
"adehabitat";"squirreloc";"Radio-tracking of squirrels"
"adehabitat";"teal";"Teal (Anas crecca) Ring Recovery Dataset"
"adehabitat";"vanoise";"Habitat Use by Three Species of Galliformes in the Vanoise National Parc"
"adehabitat";"whale";"Argos Monitoring of Whale Movement"
"adehabitatHS";"bauges";"Census of chamois (Rupicapra rupicapra) in the Bauges mountains"
"adehabitatHS";"bighorn";"Radio-Tracking of Bighorn Sheeps"
"adehabitatHS";"chamois";"Location of Chamois Groups in the Chartreuse Mountains"
"adehabitatHS";"pheasant";"Radio-Tracking of Pheasants"
"adehabitatHS";"puech";"Radio-Tracking Data of Wild Boar (2)"
"adehabitatHS";"puechdesIII";"Habitat Selection by the Wild Boar at Puechabon"
"adehabitatHS";"squirrel";"Radio-Tracking Data of Squirrels"
"adehabitatHS";"squirreloc";"Radio-tracking of squirrels"
"adehabitatHS";"vanoise";"Habitat Use by Three Species of Galliformes in the Vanoise National Parc"
"adehabitatLT";"albatross";"Argos Monitoring of Adult Albatross Movement"
"adehabitatLT";"bear";"GPS monitoring of one brown bear"
"adehabitatLT";"buffalo";"GPS monitoring of a buffalo"
"adehabitatLT";"capreochiz";"GPS Monitoring of one Roe Deer in Chize (France)"
"adehabitatLT";"capreotf";"GPS Monitoring of one Roe Deer in Trois-Fontaines (France)"
"adehabitatLT";"hseal";"Argos Monitoring of Hooded Seal"
"adehabitatLT";"ibex";"GPS Monitoring of Four Ibex in the Belledonne Mountain"
"adehabitatLT";"ibexraw";"GPS Monitoring of Four Ibex in the Belledonne Mountain (irregular data)"
"adehabitatLT";"mouflon";"GPS Monitoring of One Mouflon in the Caroux Mountain"
"adehabitatLT";"porpoise";"Argos monitoring of Porpoise Movements"
"adehabitatLT";"puechcirc";"Movements of wild boars tracked at Puechabon"
"adehabitatLT";"rupicabau";"GPS Monitoring of One Chamois in the Bauges Mountains"
"adehabitatLT";"teal";"Teal (Anas crecca) Ring Recovery Dataset"
"adehabitatLT";"whale";"Argos Monitoring of Whale Movement"
"adehabitatMA";"lynxjura";"Monitoring of Lynx"
"adehabitatMA";"puechabonsp";"Radio-Tracking Data of Wild Boar"
"adephylo";"carni19";"Phylogeny and quantative trait of carnivora"
"adephylo";"carni70";"Phylogeny and quantitative traits of carnivora"
"adephylo";"lizards";"Phylogeny and quantitative traits of lizards"
"adephylo";"maples";"Phylogeny and quantitative traits of flowers"
"adephylo";"mjrochet";"Phylogeny and quantitative traits of teleos fishes"
"adephylo";"palm";"Phylogenetic and quantitative traits of amazonian palm trees"
"adephylo";"procella";"Phylogeny and quantitative traits of birds"
"adephylo";"tithonia";"Phylogeny and quantitative traits of flowers"
"adephylo";"ungulates";"Phylogeny and quantitative traits of ungulates."
"AdequacyModel";"carbone";"Breaking stress of carbon fibres"
"adespatial";"trichoptera";"Trichoptera data set"
"adhoc";"tephdata";"DNA sequences of Tephritids to use as an example dataset for package adhoc."
"adlift";"motorcycledata";"Motorcycle data."
"admixturegraph";"bears";"Statistics for populations of bears"
"admixturegraph";"graphs_2_0";"Admixture graphs of 2 leaves and 0 admixture events compressed into vectors"
"admixturegraph";"graphs_3_0";"Admixture graphs of 3 leaves and 0 admixture events compressed into vectors"
"admixturegraph";"graphs_3_1";"Admixture graphs of 3 leaves and 1 admixture event compressed into vectors"
"admixturegraph";"graphs_4_0";"Admixture graphs of 4 leaves and 0 admixture events compressed into vectors"
"admixturegraph";"graphs_4_1";"Admixture graphs of 4 leaves and 1 admixture event compressed into vectors"
"admixturegraph";"graphs_4_2";"Admixture graphs of 4 leaves and 2 admixture events compressed into vectors"
"admixturegraph";"graphs_5_0";"Admixture graphs of 5 leaves and 0 admixture events compressed into vectors"
"admixturegraph";"graphs_5_1";"Admixture graphs of 5 leaves and 1 admixture event compressed into vectors"
"admixturegraph";"graphs_5_2";"Admixture graphs of 5 leaves and 2 admixture events compressed into vectors"
"admixturegraph";"graphs_6_0";"Admixture graphs of 6 leaves and 0 admixture events compressed into vectors"
"admixturegraph";"graphs_6_1";"Admixture graphs of 6 leaves and 1 admixture event compressed into vectors"
"admixturegraph";"graphs_6_2";"Admixture graphs of 6 leaves and 2 admixture events compressed into vectors"
"admixturegraph";"graphs_7_0";"Admixture graphs of 7 leaves and 0 admixture events compressed into vectors"
"admixturegraph";"graphs_7_1";"Admixture graphs of 7 leaves and 1 admixture event compressed into vectors"
"admixturegraph";"graphs_8_0";"Admixture graphs of 8 leaves and 0 admixture events compressed into vectors"
"ADPclust";"clust10";"1000 5-dimensional data points that form ten clusters"
"ADPclust";"clust3";"90 2-dimensional data points that form three clusters"
"ADPclust";"clust5";"500 5-dimensional data points that form five clusters"
"ADPclust";"clust5.1";"500 5-dimensional data points that form five clusters"
"ADPclust";"dat_gene";"243-dimensional gene expression data of 38 patients (243 genes)"
"ads";"Allogny";"Spatial pattern of oaks suffering from frost shake in Allogny, France."
"ads";"BPoirier";"Tree spatial pattern in Beau Poirier plot, Haye forest, France"
"ads";"Couepia";"Spatial pattern of Couepia caryophylloides in Paracou, a canopy tree species of French Guiana."
"ads";"Paracou15";"Tree spatial pattern in control plot 15, Paracou experimental station, French Guiana"
"ads";"demopat";"Artificial Data Point Pattern from 'spatstat' package."
"adwave";"admix";"Simulated Admixed Population Data"
"aemo";"aemo";"AEMO data set May 2009 - May 2014"
"AER";"Affairs";"Fair's Extramarital Affairs Data"
"AER";"ArgentinaCPI";"Consumer Price Index in Argentina"
"AER";"BankWages";"Bank Wages"
"AER";"BenderlyZwick";"Benderly and Zwick Data: Inflation, Growth and Stock Returns"
"AER";"BondYield";"Bond Yield Data"
"AER";"CASchools";"California Test Score Data"
"AER";"CPS1985";"Determinants of Wages Data (CPS 1985)"
"AER";"CPS1988";"Determinants of Wages Data (CPS 1988)"
"AER";"CPSSW04";"Stock and Watson CPS Data Sets"
"AER";"CPSSW3";"Stock and Watson CPS Data Sets"
"AER";"CPSSW8";"Stock and Watson CPS Data Sets"
"AER";"CPSSW9204";"Stock and Watson CPS Data Sets"
"AER";"CPSSW9298";"Stock and Watson CPS Data Sets"
"AER";"CPSSWEducation";"Stock and Watson CPS Data Sets"
"AER";"CartelStability";"CartelStability"
"AER";"ChinaIncome";"Chinese Real National Income Data"
"AER";"CigarettesB";"Cigarette Consumption Data"
"AER";"CigarettesSW";"Cigarette Consumption Panel Data"
"AER";"CollegeDistance";"College Distance Data"
"AER";"ConsumerGood";"Properties of a Fast-Moving Consumer Good"
"AER";"CreditCard";"Expenditure and Default Data"
"AER";"DJFranses";"Dow Jones Index Data (Franses)"
"AER";"DJIA8012";"Dow Jones Industrial Average (DJIA) index"
"AER";"DoctorVisits";"Australian Health Service Utilization Data"
"AER";"DutchAdvert";"TV and Radio Advertising Expenditures Data"
"AER";"DutchSales";"Dutch Retail Sales Index Data"
"AER";"Electricity1955";"Cost Function of Electricity Producers (1955, Nerlove Data)"
"AER";"Electricity1970";"Cost Function of Electricity Producers 1970"
"AER";"EquationCitations";"Number of Equations and Citations for Evolutionary Biology Publications"
"AER";"Equipment";"Transportation Equipment Manufacturing Data"
"AER";"EuroEnergy";"European Energy Consumption Data"
"AER";"Fatalities";"US Traffic Fatalities"
"AER";"Fertility";"Fertility and Women's Labor Supply"
"AER";"Fertility2";"Fertility and Women's Labor Supply"
"AER";"FrozenJuice";"Price of Frozen Orange Juice"
"AER";"GSOEP9402";"German Socio-Economic Panel 1994-2002"
"AER";"GSS7402";"US General Social Survey 1974-2002"
"AER";"GermanUnemployment";"Unemployment in Germany Data"
"AER";"GoldSilver";"Gold and Silver Prices"
"AER";"GrowthDJ";"Determinants of Economic Growth"
"AER";"GrowthSW";"Determinants of Economic Growth"
"AER";"Grunfeld";"Grunfeld's Investment Data"
"AER";"Guns";"More Guns, Less Crime?"
"AER";"HMDA";"Home Mortgage Disclosure Act Data"
"AER";"HealthInsurance";"Medical Expenditure Panel Survey Data"
"AER";"HousePrices";"House Prices in the City of Windsor, Canada"
"AER";"Journals";"Economics Journal Subscription Data"
"AER";"KleinI";"Klein Model I"
"AER";"Longley";"Longley's Regression Data"
"AER";"MASchools";"Massachusetts Test Score Data"
"AER";"MSCISwitzerland";"MSCI Switzerland Index"
"AER";"ManufactCosts";"Manufacturing Costs Data"
"AER";"MarkDollar";"DEM/USD Exchange Rate Returns"
"AER";"MarkPound";"DEM/GBP Exchange Rate Returns"
"AER";"Medicaid1986";"Medicaid Utilization Data"
"AER";"Mortgage";"Fixed versus Adjustable Mortgages"
"AER";"MotorCycles";"Motor Cycles in The Netherlands"
"AER";"MotorCycles2";"Motor Cycles in The Netherlands"
"AER";"Municipalities";"Municipal Expenditure Data"
"AER";"MurderRates";"Determinants of Murder Rates in the United States"
"AER";"NMES1988";"Demand for Medical Care in NMES 1988"
"AER";"NYSESW";"Daily NYSE Composite Index"
"AER";"NaturalGas";"Natural Gas Data"
"AER";"OECDGas";"Gasoline Consumption Data"
"AER";"OECDGrowth";"OECD Macroeconomic Data"
"AER";"OlympicTV";"Television Rights for Olympic Games"
"AER";"OrangeCounty";"Orange County Employment"
"AER";"PSID1976";"Labor Force Participation Data"
"AER";"PSID1982";"PSID Earnings Data 1982"
"AER";"PSID7682";"PSID Earnings Panel Data (1976-1982)"
"AER";"Parade2005";"Parade Magazine 2005 Earnings Data"
"AER";"PepperPrice";"Black and White Pepper Prices"
"AER";"PhDPublications";"Doctoral Publications"
"AER";"ProgramEffectiveness";"Program Effectiveness Data"
"AER";"RecreationDemand";"Recreation Demand Data"
"AER";"ResumeNames";"Are Emily and Greg More Employable Than Lakisha and Jamal?"
"AER";"SIC33";"SIC33 Production Data"
"AER";"STAR";"Project STAR: Student-Teacher Achievement Ratio"
"AER";"ShipAccidents";"Ship Accidents"
"AER";"SmokeBan";"Do Workplace Smoking Bans Reduce Smoking?"
